sample_id,image_path,label,defect_type,mask_path,image_score,patch_grid_h,patch_grid_w,inference_time_sec,memory_bank_size,heatmap_npy,heatmap_png,overlay_path,side_by_side_path
good__008,data\mvtec\bottle\test\good\008.png,0,good,,0.4429340660572052,16,16,0.05766339999900083,5350,outputs\bottle_dinov2\heatmaps\good__008.npy,outputs\bottle_dinov2\heatmaps\good__008.png,outputs\bottle_dinov2\overlays\good__008.png,outputs\bottle_dinov2\side_by_side\good__008.png
good__009,data\mvtec\bottle\test\good\009.png,0,good,,0.4003995656967163,16,16,0.057770999999775086,5350,outputs\bottle_dinov2\heatmaps\good__009.npy,outputs\bottle_dinov2\heatmaps\good__009.png,outputs\bottle_dinov2\overlays\good__009.png,outputs\bottle_dinov2\side_by_side\good__009.png
good__010,data\mvtec\bottle\test\good\010.png,0,good,,0.6818032264709473,16,16,0.056249299999763025,5350,outputs\bottle_dinov2\heatmaps\good__010.npy,outputs\bottle_dinov2\heatmaps\good__010.png,outputs\bottle_dinov2\overlays\good__010.png,outputs\bottle_dinov2\side_by_side\good__010.png
good__011,data\mvtec\bottle\test\good\011.png,0,good,,0.46080970764160156,16,16,0.05678450000050361,5350,outputs\bottle_dinov2\heatmaps\good__011.npy,outputs\bottle_dinov2\heatmaps\good__011.png,outputs\bottle_dinov2\overlays\good__011.png,outputs\bottle_dinov2\side_by_side\good__011.png
good__012,data\mvtec\bottle\test\good\012.png,0,good,,0.3917178213596344,16,16,0.05532310000126017,5350,outputs\bottle_dinov2\heatmaps\good__012.npy,outputs\bottle_dinov2\heatmaps\good__012.png,outputs\bottle_dinov2\overlays\good__012.png,outputs\bottle_dinov2\side_by_side\good__012.png
good__013,data\mvtec\bottle\test\good\013.png,0,good,,0.5854483842849731,16,16,0.059592800000245916,5350,outputs\bottle_dinov2\heatmaps\good__013.npy,outputs\bottle_dinov2\heatmaps\good__013.png,outputs\bottle_dinov2\overlays\good__013.png,outputs\bottle_dinov2\side_by_side\good__013.png
good__014,data\mvtec\bottle\test\good\014.png,0,good,,0.4721621572971344,16,16,0.05942339999819524,5350,outputs\bottle_dinov2\heatmaps\good__014.npy,outputs\bottle_dinov2\heatmaps\good__014.png,outputs\bottle_dinov2\overlays\good__014.png,outputs\bottle_dinov2\side_by_side\good__014.png
good__015,data\mvtec\bottle\test\good\015.png,0,good,,0.5123950242996216,16,16,0.1328042999994068,5350,outputs\bottle_dinov2\heatmaps\good__015.npy,outputs\bottle_dinov2\heatmaps\good__015.png,outputs\bottle_dinov2\overlays\good__015.png,outputs\bottle_dinov2\side_by_side\good__015.png
good__016,data\mvtec\bottle\test\good\016.png,0,good,,0.616346538066864,16,16,0.056656199998542434,5350,outputs\bottle_dinov2\heatmaps\good__016.npy,outputs\bottle_dinov2\heatmaps\good__016.png,outputs\bottle_dinov2\overlays\good__016.png,outputs\bottle_dinov2\side_by_side\good__016.png
good__017,data\mvtec\bottle\test\good\017.png,0,good,,0.49089315533638,16,16,0.056839799999579554,5350,outputs\bottle_dinov2\heatmaps\good__017.npy,outputs\bottle_dinov2\heatmaps\good__017.png,outputs\bottle_dinov2\overlays\good__017.png,outputs\bottle_dinov2\side_by_side\good__017.png
good__018,data\mvtec\bottle\test\good\018.png,0,good,,0.5277116298675537,16,16,0.059404399999039015,5350,outputs\bottle_dinov2\heatmaps\good__018.npy,outputs\bottle_dinov2\heatmaps\good__018.png,outputs\bottle_dinov2\overlays\good__018.png,outputs\bottle_dinov2\side_by_side\good__018.png
good__019,data\mvtec\bottle\test\good\019.png,0,good,,0.49720364809036255,16,16,0.05750329999864334,5350,outputs\bottle_dinov2\heatmaps\good__019.npy,outputs\bottle_dinov2\heatmaps\good__019.png,outputs\bottle_dinov2\overlays\good__019.png,outputs\bottle_dinov2\side_by_side\good__019.png
